Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
930,19/5/2023,CUST930,Male,22,Electronics,1,300,300
931,6/6/2023,CUST931,Female,64,Electronics,2,25,50
932,9/5/2023,CUST932,Male,40,Electronics,1,500,500
933,29/4/2023,CUST933,Female,26,Clothing,2,30,60
934,3/3/2023,CUST934,Female,52,Clothing,4,30,120
935,9/4/2023,CUST935,Male,37,Electronics,3,300,900
936,11/6/2023,CUST936,Male,59,Clothing,4,25,100
937,3/3/2023,CUST937,Female,52,Electronics,4,25,100
938,2/10/2023,CUST938,Female,35,Electronics,1,50,50
939,20/12/2023,CUST939,Male,34,Electronics,2,25,50
940,5/4/2023,CUST940,Male,41,Electronics,3,300,900
941,9/4/2023,CUST941,Male,20,Electronics,1,50,50
942,21/4/2023,CUST942,Male,49,Electronics,1,50,50
943,5/9/2023,CUST943,Male,52,Electronics,1,30,30
944,22/5/2023,CUST944,Female,55,Clothing,4,30,120
945,29/10/2023,CUST945,Female,30,Electronics,2,25,50
946,26/9/2023,CUST946,Female,64,Electronics,2,50,100
947,2/11/2023,CUST947,Female,42,Clothing,3,30,90
948,25/5/2023,CUST948,Male,26,Clothing,2,300,600
949,21/2/2023,CUST949,Male,21,Clothing,2,30,60
950,10/4/2023,CUST950,Male,31,Electronics,1,30,30
951,1/6/2023,CUST951,Female,54,Beauty,1,50,50
952,27/4/2023,CUST952,Female,51,Beauty,4,50,200
953,4/7/2023,CUST953,Male,28,Clothing,1,500,500
954,2/4/2023,CUST954,Male,58,Beauty,1,300,300
955,4/6/2023,CUST955,Female,20,Clothing,1,50,50
956,8/1/2023,CUST956,Female,45,Electronics,1,25,25
957,29/12/2023,CUST957,Male,46,Beauty,4,300,1200
958,1/10/2023,CUST958,Male,26,Electronics,1,300,300
959,6/3/2023,CUST959,Female,20,Beauty,3,50,150
960,21/5/2023,CUST960,Male,42,Electronics,3,300,900
961,24/1/2023,CUST961,Male,51,Beauty,3,50,150
962,28/1/2023,CUST962,Male,29,Electronics,3,30,90
963,11/10/2023,CUST963,Female,59,Electronics,1,500,500
964,30/5/2023,CUST964,Female,26,Beauty,3,30,90
965,24/12/2023,CUST965,Female,32,Electronics,1,50,50
966,6/3/2023,CUST966,Female,57,Electronics,4,50,200
967,23/11/2023,CUST967,Female,42,Electronics,3,30,90
968,9/9/2023,CUST968,Female,22,Beauty,2,25,50
969,22/2/2023,CUST969,Female,28,Beauty,3,25,75
970,7/1/2023,CUST970,Male,51,Electronics,3,25,75
971,21/10/2023,CUST971,Male,41,Electronics,1,50,50
972,26/5/2023,CUST972,Male,32,Beauty,3,300,900
973,29/8/2023,CUST973,Male,55,Beauty,2,50,100
974,3/9/2023,CUST974,Male,25,Electronics,1,300,300
975,14/8/2023,CUST975,Male,22,Electronics,1,30,30
976,24/6/2023,CUST976,Male,43,Electronics,4,500,2000
977,5/4/2023,CUST977,Female,35,Clothing,4,300,1200
978,27/1/2023,CUST978,Female,23,Beauty,3,25,75
979,10/5/2023,CUST979,Male,54,Clothing,4,50,200
980,2/9/2023,CUST980,Male,30,Beauty,4,30,120
981,28/2/2023,CUST981,Female,45,Beauty,4,25,100
982,3/2/2023,CUST982,Male,22,Beauty,1,30,30
983,25/7/2023,CUST983,Male,30,Beauty,1,500,500
984,9/9/2023,CUST984,Female,34,Beauty,1,50,50
985,7/2/2023,CUST985,Male,57,Beauty,4,50,200
986,23/10/2023,CUST986,Female,62,Beauty,1,500,500
987,19/11/2023,CUST987,Male,49,Clothing,4,50,200
988,18/12/2023,CUST988,Female,46,Electronics,1,300,300
989,28/1/2023,CUST989,Female,20,Electronics,1,30,30
990,19/3/2023,CUST990,Female,57,Clothing,2,25,50
991,18/3/2023,CUST991,Male,51,Clothing,3,500,1500
992,16/10/2023,CUST992,Female,57,Clothing,4,300,1200
993,5/6/2023,CUST993,Male,44,Clothing,2,25,50
994,13/2/2023,CUST994,Male,30,Beauty,1,25,25
995,8/5/2023,CUST995,Male,62,Electronics,4,500,2000
996,2/3/2023,CUST996,Male,50,Beauty,1,300,300
997,13/10/2023,CUST997,Female,23,Electronics,3,25,75
998,2/8/2023,CUST998,Female,41,Electronics,2,25,50
999,7/11/2023,CUST999,Male,36,Clothing,3,300,900
1000,2/11/2023,CUST1000,Male,33,Beauty,2,50,100
1001,13/11/2023,CUST1001,Female,57,Clothing,1,25,25
1002,26/4/2023,CUST1002,Male,45,Beauty,3,30,90
1003,25/9/2023,CUST1003,Female,50,Electronics,3,300,900
1004,14/7/2023,CUST1004,Male,58,Clothing,1,25,25
1005,19/8/2023,CUST1005,Male,30,Clothing,3,500,1500
1006,15/8/2023,CUST1006,Female,60,Electronics,4,30,120
1007,2/6/2023,CUST1007,Male,62,Electronics,2,25,50
1008,16/5/2023,CUST1008,Female,60,Electronics,5,10,-500
1009,29/10/2023,CUST1009,Female,42,Electronics,2,30,60
1010,8/8/2023,CUST1010,Male,59,Clothing,2,30,60
1011,6/6/2023,CUST1011,Male,53,Beauty,4,50,200
1012,19/10/2023,CUST1012,Male,44,Clothing,2,30,60
1013,14/11/2023,CUST1013,Female,55,Beauty,1,50,50
1014,31/1/2023,CUST1014,Male,24,Clothing,3,300,900
1015,9/11/2023,CUST1015,Male,22,Clothing,4,50,200
1016,20/2/2023,CUST1016,Male,60,Electronics,2,500,1000
1017,17/4/2023,CUST1017,Male,62,Beauty,1,25,25
1018,17/11/2023,CUST1018,Female,48,Clothing,3,300,900
1019,19/4/2023,CUST1019,Female,40,Clothing,3,300,900
1020,16/5/2023,CUST1020,Male,59,Electronics,4,500,2000
1021,5/12/2023,CUST1021,Female,27,Electronics,4,50,200
1022,11/2/2023,CUST1022,Male,49,Beauty,4,25,100
1023,22/3/2023,CUST1023,Male,60,Clothing,1,50,50
1024,3/5/2023,CUST1024,Male,47,Beauty,1,30,30
1025,30/3/2023,CUST1025,Female,56,Clothing,4,50,200
1026,10/10/2023,CUST1026,Female,48,Beauty,2,300,600
1027,8/2/2023,CUST1027,Female,35,Electronics,3,25,75
1028,22/3/2023,CUST1028,Female,53,Clothing,3,50,150
1029,2/1/2023,CUST1029,Female,19,Beauty,1,25,25
1030,29/7/2023,CUST1030,Female,31,Electronics,3,25,75
1031,19/8/2023,CUST1031,Female,30,Electronics,2,30,60
1032,19/12/2023,CUST1032,Female,46,Beauty,3,30,90
1033,1/11/2023,CUST1033,Female,29,Clothing,1,300,300
1034,29/8/2023,CUST1034,Male,56,Clothing,1,500,500
1035,30/5/2023,CUST1035,Female,19,Electronics,2,25,50
1036,17/1/2023,CUST1036,Female,49,Clothing,2,500,1000
1037,29/4/2023,CUST1037,Female,30,Clothing,3,300,900
1038,28/5/2023,CUST1038,Female,63,Clothing,3,25,75
1039,28/12/2023,CUST1039,Female,44,Electronics,1,25,25
1040,25/5/2023,CUST1040,Female,58,Beauty,2,500,1000
1041,26/12/2023,CUST1041,Female,34,Clothing,2,50,100
1042,21/8/2023,CUST1042,Female,57,Electronics,2,30,60
1043,6/2/2023,CUST1043,Female,48,Electronics,3,50,150
1044,18/12/2023,CUST1044,Female,51,Beauty,2,500,1000
1045,30/4/2023,CUST1045,Female,41,Clothing,1,30,30
1046,16/5/2023,CUST1046,Male,62,Clothing,1,50,50
1047,17/11/2023,CUST1047,Male,52,Beauty,3,30,90
1048,29/10/2023,CUST1048,Female,23,Beauty,4,25,100
1049,5/12/2023,CUST1049,Female,36,Electronics,3,50,150
1050,12/4/2023,CUST1050,Male,47,Electronics,4,30,120
